group,source_file,line_number,subcommand,options_all,num_options,options_valid,num_valid
llm,llm_imbue-ai_mngr_mega_tutorial.sh,900,fetch,"--all",1,"--all",1
llm,llm_imbue-ai_mngr_mega_tutorial.sh,1310,log,"--oneline",1,"--oneline",1
llm,llm_infiniflow__infinity__release.yml,83,config,"--global",1,"--global",1
llm,llm_infiniflow__infinity__release.yml,164,tag,"-f",1,"-f",1
llm,llm_infiniflow__infinity__release.yml,165,push,"-f",1,"-f",1
llm,llm_inl-sigma_ai-scrum_driver.sh,232,commit,"-m",1,"-m",1
llm,llm_intent-solutions-io_perception-with-intent_commit.sh,16,status,"--short",1,"",0
llm,llm_intent-solutions-io_perception-with-intent_commit.sh,21,add,"-A",1,"-A",1
llm,llm_intent-solutions-io_perception-with-intent_commit.sh,26,commit,"-m",1,"-m",1
llm,llm_intent-solutions-io_perception-with-intent_git-push.sh,13,remote,"-v",1,"-v",1
llm,llm_intent-solutions-io_perception-with-intent_git-push.sh,18,add,"-A",1,"-A",1
llm,llm_intent-solutions-io_perception-with-intent_git-push.sh,23,status,"--short",1,"",0
llm,llm_intent-solutions-io_perception-with-intent_git-push.sh,28,commit,"-m",1,"-m",1
llm,llm_intent-solutions-io_perception-with-intent_git-push.sh,48,push,"-u",1,"-u",1
llm,llm_ironcore-dev__metal-operator__auto_update.yml,34,config,"--global",1,"--global",1
llm,llm_ironcore-dev__metal-operator__auto_update.yml,35,config,"--global",1,"--global",1
llm,llm_jabrena__cursor-rules-java__maven.yaml,52,log,"--pretty",1,"--pretty",1
llm,llm_jacobrhouse__ALZ-Bicep-001__update-policy-china.yml,58,checkout,"-b",1,"-b",1
llm,llm_jacobrhouse__ALZ-Bicep-001__update-policy-china.yml,61,checkout,"-b",1,"-b",1
llm,llm_jacobrhouse__ALZ-Bicep-001__update-policy-china.yml,97,status,"-s",1,"-s",1
llm,llm_jacobrhouse__ALZ-Bicep-001__update-policy-china.yml,107,config,"--global",1,"--global",1
llm,llm_jacobrhouse__ALZ-Bicep-001__update-policy-china.yml,108,commit,"-m",1,"-m",1
llm,llm_jacobrhouse__ALZ-Bicep-001__update-policy.yml,58,checkout,"-b",1,"-b",1
llm,llm_jacobrhouse__ALZ-Bicep-001__update-policy.yml,61,checkout,"-b",1,"-b",1
llm,llm_jacobrhouse__ALZ-Bicep-001__update-policy.yml,97,status,"-s",1,"-s",1
llm,llm_jacobrhouse__ALZ-Bicep-001__update-policy.yml,107,config,"--global",1,"--global",1
llm,llm_jacobrhouse__ALZ-Bicep-001__update-policy.yml,108,commit,"-m",1,"-m",1
llm,llm_jacwu__github-materials__pr-copilot-review.yml,41,diff,"--name-only",1,"--name-only",1
llm,llm_jacwu__github-materials__pr-copilot-review.yml,42,diff,"--unified",1,"",0
llm,llm_JanDeDobbeleer__oh-my-posh__ai-changelog.yml,106,log,"--no-merges --pretty",2,"--no-merges --pretty",2
llm,llm_JanDeDobbeleer__oh-my-posh__ai-changelog.yml,108,log,"--no-merges --pretty",2,"--no-merges --pretty",2
llm,llm_JanDeDobbeleer__oh-my-posh__ai-changelog.yml,110,diff,"--name-status",1,"--name-status",1
llm,llm_JanDeDobbeleer__oh-my-posh__ai-changelog.yml,135,log,"--no-merges --pretty",2,"--no-merges --pretty",2
llm,llm_Jarvie8176__tools__ai-guard.yml,140,log,"--format",1,"--format",1
llm,llm_jd-opensource_JoySafeter_bump-version.sh,177,commit,"-m",1,"-m",1
llm,llm_jd-opensource_JoySafeter_bump-version.sh,181,tag,"-a",1,"-a",1
llm,llm_jd-opensource_JoySafeter_bump-version.sh,188,commit,"--amend --no-edit"",2,"--amend",1
llm,llm_jd-opensource_JoySafeter_bump-version.sh,190,push,"--tags"",1,"",0
llm,llm_jeffev_ai-dev-kit_ai-kit.sh,1164,diff,"--cached --name-only)",2,"--cached",1
llm,llm_jeffev_ai-dev-kit_ai-kit.sh,1177,commit,"--no-verify"",1,"",0
llm,llm_jeffev_ai-dev-kit_ai-kit.sh,1953,log,"--oneline",1,"--oneline",1
llm,llm_jfernandez__mdserve__commitlint.yml,23,log,"--format",1,"--format",1
llm,llm_jfernandez__mdserve__commitlint.yml,30,log,"--format -n",2,"--format",1
llm,llm_JimWentworth__demos__update-index.yml,584,diff,"--quiet",1,"--quiet",1
llm,llm_JimWentworth__demos__update-index.yml,589,config,"--local",1,"--local",1
llm,llm_JimWentworth__demos__update-index.yml,590,config,"--local",1,"--local",1
llm,llm_JimWentworth__demos__update-index.yml,592,commit,"-m",1,"-m",1
llm,llm_jonathan-vella__azure-agentic-infraops__branch-enforcement.yml,93,diff,"--name-only",1,"--name-only",1
llm,llm_jonathan-vella__azure-agentic-infraops__ci.yml,72,diff,"--exit-code",1,"--exit-code",1
llm,llm_jonathan-vella__azure-agentic-infraops__governance-policy-baseline.yml,81,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_jonathan-vella__azure-agentic-infraops__sensei-branch-maintenance.yml,125,merge,"--no-ff --no-edit",2,"",0
llm,llm_jonathan-vella__azure-agentic-infraops__sensei-branch-maintenance.yml,129,merge,"--abort",1,"--abort",1
llm,llm_jonathan-vella__azure-agentic-infraops__sensei-branch-maintenance.yml,163,merge,"--no-ff",1,"",0
llm,llm_jonathan-vella__azure-agentic-infraops__weekly-maintenance.yml,77,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_jonathan-vella__azure-agentic-infraops__weekly-maintenance.yml,143,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_jumpserver__jumpserver__i18n-auto-translate.yml,95,status,"--porcelain",1,"--porcelain",1
llm,llm_jumpserver__jumpserver__i18n-auto-translate.yml,96,diff,"--stat",1,"--stat",1
llm,llm_jumpserver__jumpserver__i18n-auto-translate.yml,113,status,"--porcelain)"",1,"",0
llm,llm_jumpserver__jumpserver__i18n-auto-translate.yml,120,commit,"-m",1,"-m",1
llm,llm_k21academyuk__dashboard__cd-helm-workflow.yml,49,checkout,"-b",1,"-b",1
llm,llm_karis-org__My-Agent-Research__example-auto-commit.yml,41,config,"--global",1,"--global",1
llm,llm_karis-org__My-Agent-Research__example-auto-commit.yml,42,config,"--global",1,"--global",1
llm,llm_karis-org__My-Agent-Research__example-auto-commit.yml,74,commit,"-m",1,"-m",1
llm,llm_kesslerio_attio-mcp-server_ultra-cleanup-branches.sh,72,branch,"--show-current)",1,"",0
llm,llm_kesslerio_attio-mcp-server_ultra-cleanup-branches.sh,94,log,"--format",1,"--format",1
llm,llm_kesslerio_attio-mcp-server_ultra-cleanup-branches.sh,129,fetch,"--prune",1,"--prune",1
llm,llm_kesslerio_attio-mcp-server_ultra-cleanup-branches.sh,166,branch,"-D",1,"-D",1
llm,llm_kesslerio_attio-mcp-server_ultra-cleanup-branches.sh,230,branch,"-r",1,"-r",1
llm,llm_kesslerio_attio-mcp-server_ultra-cleanup-branches.sh,236,branch,"-r",1,"-r",1
llm,llm_kesslerio_attio-mcp-server_ultra-cleanup-branches.sh,245,branch,"--show-current)",1,"",0
llm,llm_Kilo-Org__kilocode__generate.yml,40,status,"--porcelain)"",1,"",0
llm,llm_Kilo-Org__kilocode__generate.yml,44,add,"-A",1,"-A",1
llm,llm_Kilo-Org__kilocode__generate.yml,45,commit,"-m --allow-empty",2,"-m --allow-empty",2
llm,llm_Kilo-Org__kilocode__generate.yml,54,commit,"-m",1,"-m",1
llm,llm_Kilo-Org__kilocode__nix-hashes.yml,106,pull,"--rebase --autostash",2,"--autostash",1
llm,llm_Kilo-Org__kilocode__nix-hashes.yml,142,status,"--short",1,"",0
llm,llm_Kilo-Org__kilocode__nix-hashes.yml,150,commit,"-m",1,"-m",1
llm,llm_Kilo-Org__kilocode__nix-hashes.yml,152,pull,"--rebase --autostash",2,"--autostash",1
llm,llm_Kilo-Org__kilocode__publish.yml,256,config,"--global",1,"--global",1
llm,llm_Kilo-Org__kilocode__publish.yml,257,config,"--global",1,"--global",1
llm,llm_Kilo-Org__kilocode__test.yml,72,config,"--global",1,"--global",1
llm,llm_Kilo-Org__kilocode__test.yml,73,config,"--global",1,"--global",1
llm,llm_Kilo-Org__kilocode__visual-regression.yml,66,log,"--format",1,"--format",1
llm,llm_Kilo-Org__kilocode__visual-regression.yml,147,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_Kilo-Org__kilocode__visual-regression.yml,153,diff,"--cached --stat",2,"--cached --stat",2
llm,llm_Kilo-Org__kilocode__visual-regression.yml,161,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_Kilo-Org__kilocode__visual-regression.yml,167,diff,"--cached --stat",2,"--cached --stat",2
llm,llm_Kilo-Org__kilocode__visual-regression.yml,180,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_Kilo-Org__kilocode__visual-regression.yml,184,commit,"-m",1,"-m",1
llm,llm_Kilo-Org__kilocode__visual-regression.yml,186,push,"--no-verify",1,"",0
llm,llm_Kilo-Org__kilocode__visual-regression.yml,230,log,"--format",1,"--format",1
llm,llm_Kilo-Org__kilocode__visual-regression.yml,338,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_Kilo-Org__kilocode__visual-regression.yml,344,diff,"--cached --stat",2,"--cached --stat",2
llm,llm_Kilo-Org__kilocode__visual-regression.yml,352,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_Kilo-Org__kilocode__visual-regression.yml,358,diff,"--cached --stat",2,"--cached --stat",2
llm,llm_Kilo-Org__kilocode__visual-regression.yml,371,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_Kilo-Org__kilocode__visual-regression.yml,375,commit,"-m",1,"-m",1
llm,llm_Kilo-Org__kilocode__visual-regression.yml,377,push,"--no-verify",1,"",0
llm,llm_kitarefake__cpython__build.yml,57,diff,"--name-only",1,"--name-only",1
llm,llm_kitarefake__cpython__build.yml,76,diff,"--name-only",1,"--name-only",1
llm,llm_kitarefake__cpython__build.yml,161,add,"-u",1,"-u",1
llm,llm_kitarefake__cpython__build.yml,162,status,"--porcelain)",1,"",0
llm,llm_kitarefake__cpython__build.yml,170,diff,"--staged",1,"",0
llm,llm_koxudaxi__datamodel-code-generator__generated-docs-sync.yaml,69,diff,"--quiet",1,"--quiet",1
llm,llm_koxudaxi__datamodel-code-generator__generated-docs-sync.yaml,73,diff,"--binary",1,"--binary",1
llm,llm_koxudaxi__datamodel-code-generator__generated-docs-sync.yaml,119,diff,"--staged --quiet",2,"--quiet",1
llm,llm_koxudaxi__datamodel-code-generator__generated-docs-sync.yaml,124,commit,"-m",1,"-m",1
llm,llm_koxudaxi__datamodel-code-generator__generated-docs-sync.yaml,129,push,"--force-with-lease",1,"--force-with-lease",1
llm,llm_kubernetes__minikube__update-runc-version.yml,29,status,"--porcelain)"",1,"",0
llm,llm_leehanchung__SMILE-factory__codex-code-review.yml,84,fetch,"--no-tags",1,"",0
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,80,fetch,"--tags",1,"",0
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,83,tag,"--sort",1,"--sort",1
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,171,fetch,"--tags",1,"",0
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,196,tag,"--sort",1,"--sort",1
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,276,reset,"--hard",1,"--hard",1
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,294,fetch,"--tags --force",2,"--force",1
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,332,tag,"--sort",1,"--sort",1
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,348,tag,"--sort",1,"--sort",1
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,375,log,"--oneline",1,"--oneline",1
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,377,log,"--oneline",1,"--oneline",1
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,584,checkout,"-b",1,"-b",1
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,599,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,600,commit,"-S -m",2,"-S -m",2
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,609,merge,"-X",1,"-X",1
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,618,checkout,"--ours",1,"--ours",1
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,622,commit,"-S -m",2,"-S -m",2
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,626,push,"--force-with-lease",1,"--force-with-lease",1
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,675,reset,"--hard",1,"--hard",1
llm,llm_LerianStudio__github-actions-shared-workflows__gptchangelog.yml,683,merge,"--no-ff -S",2,"-S",1
llm,llm_libis__rdm-integration__ai-governance.yml,74,fetch,"--no-tags --depth",2,"--depth",1
llm,llm_libis__rdm-integration__ai-governance.yml,75,diff,"--name-only",1,"--name-only",1
llm,llm_libis__rdm-integration__ai-governance.yml,399,fetch,"--no-tags --depth",2,"--depth",1
llm,llm_libis__rdm-integration__ai-governance.yml,400,diff,"--name-only",1,"--name-only",1
llm,llm_libis__rdm-integration__ai-governance.yml,402,diff,"--name-only",1,"--name-only",1
llm,llm_Light-Heart-Labs__DreamServer__nightly-code-review.yml,61,log,"--oneline --name-only --pretty",3,"--oneline --name-only --pretty",3
llm,llm_Light-Heart-Labs__DreamServer__nightly-code-review.yml,130,diff,"--name-only)",1,"",0
llm,llm_Light-Heart-Labs__DreamServer__nightly-code-review.yml,163,diff,"--quiet",1,"--quiet",1
llm,llm_Light-Heart-Labs__DreamServer__nightly-code-review.yml,165,diff,"--numstat",1,"--numstat",1
llm,llm_Light-Heart-Labs__DreamServer__nightly-code-review.yml,166,diff,"--numstat",1,"--numstat",1
llm,llm_Light-Heart-Labs__DreamServer__nightly-code-review.yml,180,diff,"--quiet",1,"--quiet",1
llm,llm_lisophorm__mcp-memory-service__main.yml,60,log,"--oneline",1,"--oneline",1
llm,llm_lisophorm__mcp-memory-service__main.yml,64,tag,"-l",1,"-l",1
llm,llm_lisophorm__mcp-memory-service__main.yml,68,status,"--porcelain",1,"--porcelain",1
llm,llm_lisophorm__mcp-memory-service__main.yml,88,status,"--porcelain",1,"--porcelain",1
llm,llm_liyupi__ai-guide__sync-vibe-coding-course.yml,24,config,"--global",1,"--global",1
llm,llm_liyupi__ai-guide__sync-vibe-coding-course.yml,46,diff,"--no-renames --name-only --diff-filter",3,"--no-renames --name-only --diff-filter",3
llm,llm_luiseiman_dotforge_post-compact.sh,31,status,"--short",1,"",0
llm,llm_luiseiman_dotforge_post-compact.sh,32,branch,"--show-current",1,"--show-current",1
llm,llm_LutzGross_esys-escript.github.io_publish-docs.sh,12,branch,"-D",1,"-D",1
llm,llm_LutzGross_esys-escript.github.io_publish-docs.sh,14,checkout,"--orphan",1,"--orphan",1
llm,llm_LutzGross_esys-escript.github.io_publish-docs.sh,28,commit,"-m",1,"-m",1
llm,llm_m0n0x41d__haft__ci.yml,35,diff,"--exit-code",1,"--exit-code",1
llm,llm_m0n0x41d__haft__update-fpf.yml,70,checkout,"-b",1,"-b",1
llm,llm_m0n0x41d__haft__update-fpf.yml,72,commit,"-m",1,"-m",1
llm,llm_manaflow-ai__cmux__nightly.yml,574,tag,"-f",1,"-f",1
llm,llm_manaflow-ai__cmux__update-homebrew.yml,142,diff,"--staged --quiet",2,"--quiet",1
llm,llm_manaflow-ai__cmux__update-homebrew.yml,145,commit,"-m",1,"-m",1
llm,llm_maniranjan07__Ai_Chatbot__auto-i18n.yml,21,config,"--global",1,"--global",1
llm,llm_maniranjan07__Ai_Chatbot__auto-i18n.yml,22,config,"--global",1,"--global",1
llm,llm_marcuspat_turbo-flow_generate-claude-md.sh,316,branch,"--show-current",1,"--show-current",1
llm,llm_marcusquinn_aidevops_aidevops.sh,213,branch,"--show-current",1,"--show-current",1
llm,llm_marcusquinn_aidevops_aidevops.sh,216,checkout,"-b",1,"-b",1
llm,llm_marcusquinn_aidevops_aidevops.sh,218,diff,"--quiet",1,"--quiet",1
llm,llm_marcusquinn_aidevops_aidevops.sh,218,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_marcusquinn_aidevops_aidevops.sh,275,pull,"--ff-only",1,"--ff-only",1
llm,llm_marcusquinn_aidevops_aidevops.sh,279,reset,"--hard",1,"--hard",1
llm,llm_marcusquinn_aidevops_aidevops.sh,281,reset,"--hard",1,"--hard",1
llm,llm_marcusquinn_aidevops_aidevops.sh,294,log,"--oneline",1,"--oneline",1
llm,llm_marcusquinn_aidevops_aidevops.sh,295,log,"--oneline'",1,"",0
llm,llm_marcusquinn_aidevops_init-routines-helper.sh,510,status,"--porcelain)"",1,"",0
llm,llm_marcusquinn_aidevops_init-routines-helper.sh,518,pull,"--rebase",1,"",0
llm,llm_marcusquinn_aidevops_init-routines-helper.sh,526,rebase,"--abort",1,"--abort",1
llm,llm_marcusquinn_aidevops_init-routines-helper.sh,600,add,"-A",1,"-A",1
llm,llm_marcusquinn_aidevops_init-routines-helper.sh,601,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_marcusquinn_aidevops_init-routines-helper.sh,602,commit,"-m",1,"-m",1
llm,llm_marcusquinn_aidevops_init-routines-helper.sh,608,status,"--porcelain)"",1,"",0
llm,llm_marcusquinn_aidevops_init-routines-helper.sh,609,reset,"--soft",1,"--soft",1
llm,llm_marcusquinn_aidevops_init-routines-helper.sh,613,pull,"--rebase",1,"",0
llm,llm_marcusquinn_aidevops_init-routines-helper.sh,616,reset,"--soft",1,"--soft",1
llm,llm_marcusquinn_aidevops_init-routines-helper.sh,1019,add,"-A",1,"-A",1
llm,llm_marcusquinn_aidevops_init-routines-helper.sh,1020,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_marcusquinn_aidevops_init-routines-helper.sh,1021,commit,"-m",1,"-m",1
llm,llm_marshallmassengill__tinyusb_frc__build_arm.yml,82,clone,"--depth",1,"--depth",1
llm,llm_maxritter__pilot-shell__claude.yml,80,diff,"--name-only",1,"--name-only",1
llm,llm_maxritter__pilot-shell__deploy-website.yml,40,log,"--pretty",1,"--pretty",1
llm,llm_maxritter__pilot-shell__release.yml,43,log,"--pretty",1,"--pretty",1
llm,llm_maxritter__pilot-shell__release.yml,629,reset,"--hard",1,"--hard",1
llm,llm_maxritter__pilot-shell__release.yml,720,diff,"--staged --quiet",2,"--quiet",1
llm,llm_maxritter__pilot-shell__release.yml,723,commit,"-m",1,"-m",1
llm,llm_MCPJam_inspector_ship.sh,31,diff,"--quiet",1,"--quiet",1
llm,llm_MCPJam_inspector_ship.sh,31,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_MCPJam_inspector_ship.sh,37,branch,"--show-current)",1,"",0
llm,llm_medusajs__medusa__dx-triage-doc-fixes.yml,54,checkout,"-b",1,"-b",1
llm,llm_medusajs__medusa__dx-triage-doc-fixes.yml,134,diff,"--staged --quiet",2,"--quiet",1
llm,llm_medusajs__medusa__dx-triage-doc-fixes.yml,156,commit,"-m",1,"-m",1
llm,llm_MementoRC__mcp-git__copilot-merge.yml,48,config,"--local",1,"--local",1
llm,llm_MementoRC__mcp-git__copilot-merge.yml,49,config,"--local",1,"--local",1
llm,llm_MementoRC__mcp-git__copilot-merge.yml,50,config,"--local",1,"--local",1
llm,llm_mhiskall282__robot2__robot.yml,257,log,"--oneline",1,"--oneline",1
llm,llm_mhiskall282__robot2__robot.yml,272,diff,"--staged --quiet",2,"--quiet",1
llm,llm_mhiskall282__robot2__robot.yml,281,diff,"--staged --name-only",2,"--name-only",1
llm,llm_mhiskall282__robot2__robot.yml,284,commit,"-m",1,"-m",1
llm,llm_mhiskall282__robot2__robot.yml,295,pull,"--rebase",1,"",0
llm,llm_mhiskall282__robot2__robot.yml,300,rebase,"--abort",1,"--abort",1
llm,llm_mhiskall282__robot2__robot.yml,302,reset,"--hard",1,"--hard",1
llm,llm_mhiskall282__robot2__robot.yml,306,diff,"--staged --quiet",2,"--quiet",1
llm,llm_mhiskall282__robot2__robot.yml,307,commit,"-m",1,"-m",1
llm,llm_Mybono_ai-orchestrator_local-commit.sh,13,branch,"--show-current)",1,"",0
llm,llm_Mybono_ai-orchestrator_local-commit.sh,25,add,"-A",1,"-A",1
llm,llm_Mybono_ai-orchestrator_local-commit.sh,26,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_Mybono_ai-orchestrator_local-commit.sh,36,commit,"--no-edit",1,"--no-edit",1
llm,llm_Mybono_ai-orchestrator_local-commit.sh,42,diff,"--quiet",1,"--quiet",1
llm,llm_Mybono_ai-orchestrator_local-commit.sh,44,commit,"-m",1,"-m",1
llm,llm_Mybono_ai-orchestrator_local-commit.sh,61,add,"-A",1,"-A",1
llm,llm_Mybono_ai-orchestrator_local-commit.sh,69,diff,"--cached)",1,"",0
llm,llm_Mybono_ai-orchestrator_local-commit.sh,80,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_Mybono_ai-orchestrator_local-commit.sh,124,commit,"-m",1,"-m",1
llm,llm_Mybono_ai-orchestrator_local-commit.sh,130,commit,"--amend --no-edit",2,"--amend --no-edit",2
llm,llm_Nagi-ovo__gemini-voyager__release.yml,117,commit,"-m",1,"-m",1
llm,llm_Nano-Collective__nanocoder__update-badges.yml,134,config,"--local",1,"--local",1
llm,llm_Nano-Collective__nanocoder__update-badges.yml,135,config,"--local",1,"--local",1
llm,llm_Nano-Collective__nanocoder__update-badges.yml,138,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_Nano-Collective__nanocoder__update-badges.yml,142,commit,"--no-verify -m",2,"-m",1
llm,llm_Nano-Collective__nanocoder__update-homebrew.yml,49,commit,"-m",1,"-m",1
llm,llm_Nano-Collective__nanocoder__update-nix.yml,61,commit,"-m",1,"-m",1
llm,llm_Nbglut_FOSSATest_create-branches.sh,30,checkout,"-b",1,"-b",1
llm,llm_Nbglut_FOSSATest_create-branches.sh,34,rm,"--cached",1,"--cached",1
llm,llm_Nbglut_FOSSATest_create-branches.sh,38,commit,"-m",1,"-m",1
llm,llm_Nbglut_FOSSATest_create-branches.sh,41,push,"-u",1,"-u",1
llm,llm_nicolasramos_odooclaw_install_doodba.sh,224,clone,"--depth",1,"--depth",1
llm,llm_Nikhil007nsg__Promotheus-and-Grafana__versions.yaml,50,diff,"--name-only",1,"--name-only",1
llm,llm_ninja-concepts_issues-high-level-example_ai-commit.sh,28,diff,"--staged --quiet",2,"--quiet",1
llm,llm_ninja-concepts_issues-high-level-example_ai-commit.sh,38,branch,"--show-current)",1,"",0
llm,llm_ninja-concepts_issues-high-level-example_ai-commit.sh,52,diff,"--staged --name-only)",2,"",0
llm,llm_ninja-concepts_issues-high-level-example_ai-commit.sh,96,diff,"--staged --stat)",2,"",0
llm,llm_ninja-concepts_issues-high-level-example_ai-commit.sh,101,diff,"--staged",1,"",0
llm,llm_ninja-concepts_issues-high-level-example_ai-commit.sh,101,diff,"--staged --stat)",2,"",0
llm,llm_ninja-concepts_issues-high-level-example_ai-commit.sh,106,diff,"--staged --stat",2,"--stat",1
llm,llm_ninja-concepts_issues-high-level-example_ai-commit.sh,106,diff,"--staged --stat)",2,"",0
llm,llm_ninja-concepts_issues-high-level-example_ai-commit.sh,222,commit,"-m",1,"-m",1
llm,llm_npanuhin_Bing-Wallpaper-Archive_squash_archive.sh,49,status,"--porcelain)"",1,"",0
llm,llm_npanuhin_Bing-Wallpaper-Archive_squash_archive.sh,55,log,"--reverse --author --grep --pretty",4,"--reverse --author --grep --pretty",4
llm,llm_npanuhin_Bing-Wallpaper-Archive_squash_archive.sh,73,log,"--reverse --pretty",2,"--reverse --pretty",2
llm,llm_npanuhin_Bing-Wallpaper-Archive_squash_archive.sh,96,branch,"-D",1,"-D",1
llm,llm_npanuhin_Bing-Wallpaper-Archive_squash_archive.sh,100,checkout,"-q -b",2,"-q -b",2
llm,llm_npanuhin_Bing-Wallpaper-Archive_squash_archive.sh,117,cherry-pick,"-q --strategy-option",2,"",0
llm,llm_npanuhin_Bing-Wallpaper-Archive_squash_archive.sh,118,cherry-pick,"--continue'."",1,"",0
llm,llm_npanuhin_Bing-Wallpaper-Archive_squash_archive.sh,130,checkout,"-q",1,"-q",1
llm,llm_npanuhin_Bing-Wallpaper-Archive_squash_archive.sh,131,add,"-A",1,"-A",1
llm,llm_npanuhin_Bing-Wallpaper-Archive_squash_archive.sh,133,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_npanuhin_Bing-Wallpaper-Archive_squash_archive.sh,135,commit,"-q -m",2,"-q -m",2
llm,llm_npanuhin_Bing-Wallpaper-Archive_squash_archive.sh,145,checkout,"-q",1,"-q",1
llm,llm_npanuhin_Bing-Wallpaper-Archive_squash_archive.sh,171,reset,"--hard",1,"--hard",1
llm,llm_NVIDIA__Megatron-LM__claude-copy-to-main.yml,86,checkout,"-b",1,"-b",1
llm,llm_NVIDIA__Megatron-LM__claude-copy-to-main.yml,94,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_NVIDIA__Megatron-LM__claude-copy-to-main.yml,102,add,"-A",1,"-A",1
llm,llm_NVIDIA__Megatron-LM__claude-copy-to-main.yml,103,commit,"-m",1,"-m",1
llm,llm_nwiizo_tfmcp_Release.sh,15,branch,"--show-current)",1,"",0
llm,llm_nwiizo_tfmcp_Release.sh,26,status,"--porcelain)"",1,"",0
llm,llm_nwiizo_tfmcp_Release.sh,28,status,"--short",1,"",0
llm,llm_nwiizo_tfmcp_Release.sh,132,commit,"-m",1,"-m",1
llm,llm_nwiizo_tfmcp_Release.sh,146,tag,"-a",1,"-a",1
llm,llm_nyldn__claude-octopus__claude-octopus.yml,150,diff,"--name-only",1,"--name-only",1
llm,llm_oleg121203_AI-SYSTEMS-REPO_setup.sh,94,commit,"-m",1,"-m",1
llm,llm_oleg121203_AI-SYSTEMS-REPO_setup.sh,117,commit,"-m",1,"-m",1
llm,llm_oleg121203_AI-SYSTEMS-REPO_setup.sh,124,commit,"-m",1,"-m",1
llm,llm_oleg121203_AI-SYSTEMS-REPO_setup.sh,137,push,"-u",1,"-u",1
llm,llm_OpenCoworkAI__open-cowork__codex-pr-review.yml,90,fetch,"--no-tags",1,"",0
llm,llm_OpenCoworkAI__open-cowork__update-homebrew.yml,47,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_OpenCoworkAI__open-cowork__update-homebrew.yml,48,commit,"-m",1,"-m",1
llm,llm_openedx__credentials-themes__create_credentials_requirements_pr.yml,25,checkout,"-b",1,"-b",1
llm,llm_openedx__credentials-themes__create_credentials_requirements_pr.yml,43,commit,"-m",1,"-m",1
llm,llm_openedx__credentials-themes__create_credentials_requirements_pr.yml,44,push,"--set-upstream",1,"",0
llm,llm_openedx__credentials-themes__patch_version_on_requirements_update.yml,38,commit,"-m",1,"-m",1
llm,llm_openedx__credentials-themes__patch_version_on_requirements_update.yml,39,rebase,"-i --autosquash",2,"-i --autosquash",2
llm,llm_openedx__credentials-themes__patch_version_on_requirements_update.yml,40,push,"--force",1,"",0
llm,llm_openvinotoolkit__openvino__ci-doctor.lock.yml,330,config,"--global",1,"--global",1
llm,llm_openvinotoolkit__openvino__ci-doctor.lock.yml,331,config,"--global",1,"--global",1
llm,llm_openvinotoolkit__openvino__ci-doctor.lock.yml,332,config,"--global",1,"--global",1
llm,llm_openvinotoolkit__openvino__ci-doctor.lock.yml,870,config,"--global",1,"--global",1
llm,llm_openvinotoolkit__openvino__ci-doctor.lock.yml,871,config,"--global",1,"--global",1
